id,context,question,answers,label
train_353,"Because of strong overall stylistic similarities, prehistoric cave paintings in El Castillo, Spain and others in Altamira, Spain, were thought to date from the same period. Recent pigment analyses, however, established the Altamira paintings as by far the older and as about the same age as a third group of paintings done in a different overall style. Nevertheless, this case does not prove that stylistic similarities cannot be a reliable indicator of closeness in age, since __.",Which of the following most logically completes the passage?,"['Determining the age of a prehistoric cave painting simply by reference to the age of the pigments used in that painting substitutes technology for artistic judgment', 'Experts who knew the results of the pigment analyses reexamined these paintings and found no previously unnoticed stylistic similarities between the Altamira paintings and the paintings in the third group', 'There are experts who maintain that the results of the recent pigment analyses leave the striking stylistic similarities between the El Castillo paintings and the Altamira paintings unexplained', 'There are certain stylistic features that the Altamira paintings share with all known paintings of their period and do not share with the El Castillo paintings']",3
train_354,"Researchers have found that when very overweight people, who tend to have relatively low metabolic rates, lose weight primarily through dieting, their metabolisms generally remain unchanged. They will thus burn significantly fewer calories at the new weight than do people whose weight is normally at that level. Such newly thin persons will, ttherefore, ultimately regain weight until their body size again matches their metabolic rate.",The conclusion of the argument above depends on which of the following assumptions?,"['The amount of calories that a person usually burns in a day is determined more by the amount that is consumed that day than by the current weight of the individual.', 'The metabolisms of people who are usually not overweight are much more able to vary than the metabolisms of people who have been very overweight.', 'Researchers have not yet determined whether the metabolic rates of formerly very overweight individuals can be accelerated by means of chemical agents.', 'Relatively few very overweight people who have dieted down to a new weight tend to continue to consume substantially fewer calories than do people whose normal weight is at that level.']",3
train_355,"Advertisement: In today' s world, you make a statement about the person you are by the car you own. The message of the SKX Mach-5 is unambiguous: Its owner is Dynamic, Aggressive, and Successful.","Shouldn't you own an SKX Mach-5? If the claims made in the advertisement are true, which one of the following must also be true on the basis of them?","['Anyone who is not both dynamic and successful would misrepresent himself or herself by being the owner of an SKX Mach-5.', 'People who buy the SKX Mach-5 are usually more aggressive than people who buy other cars.', 'Almost no one would fail to recognize the kind of person who would choose to own an SKX Mach-5.', 'Anyone who is dynamic and aggressive is also successful.']",0
train_356,"The book To Save the Earth is so persuasive that no one who reads it can fail to heed its environmentalist message. Members of the Earth Association have given away 2, 000 copies in the last month. Thus the Earth Association can justly claim credit for at least 2, 000 people in one month converted to the environmentalist cause.",Which one of the following is an assumption on which the argument depends?,"['No other environmental organization gave away copies of To Save the Earth during the month in which the Earth Association gave away its 2, 000 copies.', 'The copies of To Save the Earth given away by members of the Earth Association were printed on recycled paper.', 'Every recipient of To Save the Earth will embrace the environmental program advocated by the Earth Association.', 'None of those who received To Save the Earth from a member of the Earth Association were already committed to the environmentalist cause when they received this book.']",3
train_357,Anyone who believes in extraterrestrials believes in UFOs. But the existence of UFOs has been conclusively refuted. Ttherefore a belief in extraterrestrials is false as well.,Which one of the following arguments contains flawed reasoning most similar to that in the argument above?,"['Anyone who believes in unicorns believes in centaurs. But it has been conclusively proven that there is no such thing as a unicorn, so a belief in centaurs is mistaken as well.', 'Anyone who believes in unicorns believes in centaurs. But it has been demonstrated that there are no centaurs, so there are no unicorns either.', 'Anyone who believes in unicorns believes in centaurs. But you do not believe in centaurs, so you do not believe in unicorns either.', 'Anyone who believes in unicorns believes in centaurs. But you do not believe in unicorns, so you do not believe in centaurs either.']",1
train_358,"Modern physicians often employ laboratory tests, in addition to physical examinations, in order to diagnose diseases accurately. Insurance company regulations that deny coverage for certain laboratory tests ttherefore decrease the quality of medical care provided to patients.",Which one of the following is an assumption that would serve to justify the conclusion above?,"['Physical examinations and the uncovered laboratory tests together provide a more accurate diagnosis of many diseases than do physical examinations alone.', 'Many physicians generally oppose insurance company regulations that, in order to reduce costs, limit the use of laboratory tests.', 'There are some illnesses that experienced physicians can diagnose accurately from physical examination alone.', 'Many patients who might benefit from the uncovered laboratory tests do not have any form of health insurance.']",0
train_359,"Soil scientists studying the role of compost in horticulture have found that, while compost is useful for building soil structure, it does not supply large enough quantities of the nutrients essential for plant growth to make it a replacement for fertilizer. Many home gardeners, however, have found they can grow healthy and highly productive plants in soil that lacked essential nutrients by enriching the soil with nothing but compost.","Which one of the following, if true, most helps to explain the discrepant findings of the soil scientists and the home gardeners?","[""Most plants grown in home gardens and in scientists' test plots need a favorable soil structure, as well as essential nutrients, in order to thrive."", 'The findings of soil scientists who are employed by fertilizer manufacturers do not differ widely from those of scientists employed by the government or by universities.', 'Some of the varieties of plants grown by home gardeners require greater quantities of nutrients in order to be healthy than do the varieties of plants generally grown by the soil scientists in test plots.', 'Compost used in research projects is usually made from leaves and grass clippings only, whereas compost used in home gardens is generally made from a wide variety of ingredients.']",3
train_360,"Magazine editor: I know that some of our regular advertisers have been pressuring us to give favorable mention to their products in our articles, but they should realize that for us to yield to their wishes would actually be against their interests. To remain an effective advertising vehicle we must have loyal readership, and we would soon lose that readership if our readers suspect that our editorial integrity has been compromised by pandering to advertisers. Advertising-sales director: You underestimate the sophistication of our readers. They recognize that the advertisements we carry are not articles, so their response to the advertisements has never depended on their opinion of the editorial integrity of the magazine as a whole.",Which one of the following is the most accurate assessment of the advertising-sales director's argument as a response to the magazine editor's argument?,"[""It succeeds because it undermines the editor's claim about how the magazine's editorial integrity would be affected by allowing advertisers to influence articles."", ""It fails because the editor's argument does not depend on any assumption about readers' response to the advertisements they see in the magazine."", ""It succeeds because it shows that the editor's argument depends on an unwarranted assumption about factors affecting an advertisement's effectiveness."", ""It fails because it is based on a misunderstanding of the editor's view about how readers respond to advertisements they see in the magazine.""]",1
train_361,"Plumb-Ace advertises that its plumbers are more qualified than plumbers at any other major plumbing firm in the region because Plumb-Ace plumbers must complete a very difficult certification process. Plumb-Ace plumbers may or may not be more qualified, but clearly the certification process is not very difficult, because nearly everyone who takes the written portion of the certification exam passes it very easily.",The reasoning in the argument is flawed in that it,"['takes for granted that plumbers are not qualified unless they complete some certification process', 'presumes that since one part of a whole lacks a certain characteristic, the whole must lack that characteristic as well', ""overlooks the possibility that plumbers at other firms in the region complete certification processes that are even easier than that completed by Plumb-Ace's plumbers"", 'infers that a claim is false on the grounds that an inadequate argument has been given for that claim']",1
train_362,"A technology company plans to develop a prototype laptop that uses iris scanners that can distinguish one user from another. The inventor of this laptop claims that it will reduce insurance and security costs at offices, as only authorized users will be able to turn on the laptop, making it a less appealing target for thieves.","Which of the following, if true, most supports the company's implementing its plan to develop the prototype?","['Colored contacts allow people to change their eye color, without altering any of the other characteristics of their iris.', 'Insurance and security companies provide other services to companies in addition to protecting laptops.', ""There is considerable variation in the color and patterns present in most people's irises."", 'In-person security services will not suffer from technological glitches when allowing access to laptops.']",2
train_363,"Any popular television series that is groundbreaking is critically acclaimed. But not all popular television series are critically acclaimed. Thus, not all popular television series are groundbreaking.",The pattern of reasoning in the argument above is most similar to that in which one of the following arguments?,"['Mr. Schwartz is polite to anyone who is polite to him. So, since all of his colleagues are polite to him, it must be that he is polite to all his colleagues.', 'If articles use specialized technical terminology, they are not widely read. So, since all academic works use specialized technical terminology, articles are not widely read if they are academic works.', ""Professor Attah gives students high grades if she thinks their work is greatly improved. So, since she gives some of her students high grades, she thinks those students' work is greatly improved."", 'If a biography is unbiased, it contains embarrassing facts about its subject. So, since not all biographies contain embarrassing facts about their subjects, not all biographies are unbiased.']",3
train_364,More pedestrian injuries occur at crosswalks marked by both striping on the roadway and flashing lights than occur at crosswalks not so marked. Obviously these so-called safety features are a waste of taxpayer money.,The reasoning in the argument is most vulnerable to criticism because the argument,"['takes for granted that crosswalks with both striping and flashing lights have no other safety features', 'fails to consider that crosswalks marked by both striping and flashing lights are marked in this way precisely because they are the most dangerous ones', 'presumes that there are less expensive features that will reduce the number of pedestrian injuries just as effectively as striping and flashing lights', 'takes for granted that safety features that fail to reduce the number of injuries are a waste of taxpayer money']",1
train_365,"In response to high mortality in area hospitals, surgery was restricted to emergency procedures during a five-week period. Mortality in these hospitals was found to have fallen by nearly one-third during the period. The number of deaths rose again when elective surgery (surgery that can be postponed) was resumed. It can be concluded that, before the five-week period, the risks of elective surgery had been incurred unnecessarily often in the area.","Which one of the following, if true, most seriously undermines the conclusion above?","['The physicians planning elective surgery performed before the five-week period had fully informed the patients who would undergo it of the possible risks of the procedures.', 'Even if a surgical procedure is successful, the patient can die of a hospital-contracted infection with a bacterium that is resistant to antibiotic treatment.', 'The conditions for which elective surgery was performed would in the long run have been life-threatening, and surgery for them would have become riskier with time.', 'Elective surgery is, in general, less risky than is emergency surgery because the conditions requiring or indicating surgery are often less severe.']",2
train_366,An editorial in the Grandburg Daily Herald claims that Grandburg' s voters would generally welcome the defeat of the political party now in control of the Grandburg City Council. The editorial bases its claim on a recent survey that found that 59 percent of Grandburg' s registered voters think that the party will definitely be out of power after next year' s city council elections.,"Which one of the following is a principle that, if established, would provide the strongest justification for the editorial's conclusion?","['It can reasonably be assumed that registered voters who respond to a survey regarding the outcome of a future election will exercise their right to vote in that election.', 'The way voters feel about a political party at a given time can reasonably be considered a reliable indicator of the way they will continue to feel about that party, barring unforeseeable political developments.', 'An increase in ill-feeling toward a political party that is in power can reasonably be expected to result in a corresponding increase in support for rival political parties.', 'The proportion of voters who expect a given political possibility to be realized can legitimately be assumed to approximate the proportion of voters who are in favor of that possibility being realized.']",3
train_367,"In the past decade, a decreasing percentage of money spent on treating disease X went to pay for standard methods of treatment, which are known to be effective though they are expensive and painful. An increasing percentage is being spent on nonstandard treatments, which cause little discomfort. Unfortunately, the nonstandard treatments have proved to be ineffective. Obviously, less money is being spent now on effective treatments of disease X than was spent ten years ago.","Which one of the following, if assumed, allows the conclusion above to be properly drawn?","['Varieties of disease X requiring expensive special treatment have become less common during the past decade.', 'Of total medical expenditures, the percentage that is due to treatment of disease X increased during the past decade.', 'The total amount of money spent on treating disease X slowly declined during the past decade.', 'Most of the money spent on treating disease X during the last decade went to pay for nonstandard treatments.']",2
train_368,"Recently, a team of scientists digging through a tar pit unearthed a jawbone fossil. Initially, the team hypothesized that the jawbone came from a young gomphothere, a now extinct distant relative of the elephant, since the teeth were those of a juvenile. The gomphothere, however, is known for its large molars, and the teeth on the jawbone would not allow enough room for the molars of an adult gomphothere to fit. Based on this evidence, the scientists conclude that the jawbone fossil provides evidence of a distinct species closely related to the gomphothere.","Which of the following, if true, would best provide evidence showing that the conclusion above is possibly flawed?","['In order for the molars of an adult gomphothereto emerge, several juvenile teeth are first forced out of the gums to accommodate the molars.', 'The juvenile jawbone of a species related to a gomphothere is longer than the juvenile jawbone of a gomphothere.', 'The manner in which teeth grow provide sufficient evidence for the accurate classification of a bygone species.', 'The molars of an adult mastodon, a close relative of the gomphothere, are similar in size to those of an adult gomphothere.']",0
train_369,"Situation: For five years the Souper restaurant chain has maintained rapid sales growth in Danport, primarily by opening new restaurants that draw patrons away from other restaurants in their vicinity. Goal: Souper wishes to achieve continued rapid sales growth in Danport over the next two years. Proposal for consideration: Continue to open new restaurants in Danport during the next two years at the same rate as in the last two years.","In light of the situation, which of the following, if true, most strongly argues that adopting the proposal would be an ineffective way of achieving the goal?","['The Souper chain has generally opened new restaurants in locations that are in the vicinity of a large number of other restaurants.', 'Souper restaurants generally offer a much smaller variety of foods than many of the other restaurants in their vicinity.', 'Virtually all potential sites for new Souper restaurants in Danport are located in the vicinity of existing Souper restaurants.', 'Souper restaurants have always offered meals that are somewhat less expensive than meals at restaurants that compete with Souper for patrons.']",2
train_370,"In the Centerville Botanical Gardens, all tulip trees are older than any maples. A majority, but not all, of the garden' s sycamores are older than any of its maples. All the garden' s maples are older than any of its dogwoods.","If the statements above are true, which one of the following must also be true of trees in the Centerville Botanical Gardens?","['Some tulip trees are not as old as the oldest sycamores.', 'Some dogwoods are as old as the youngest sycamores.', 'Some sycamores are not as old as the oldest dogwoods.', 'Some sycamores are not as old as the youngest tulip trees.']",3
train_371,"Technologically, it is already possible to produce nonpolluting cars that burn hydrogen rather than gasoline. But the national system of fuel stations that would be needed to provide the hydrogen fuel for such cars does not yet exist. However, this infrastructure is likely to appear and grow rapidly. A century ago no fuel-distribution infrastructure existed for gasoline-powered vehicles, yet it quickly developed in response to consumer demand.",Which one of the following most accurately expresses the conclusion drawn in the argument?,"['Hydrogen-powered vehicles will be similar to gasoline-powered vehicles with regard to the amount of consumer demand for their fuel-distribution infrastructure.', 'The fuel-distribution infrastructure for hydrogen-powered cars is likely to appear and grow rapidly.', 'It is already technologically possible to produce nonpolluting cars that burn hydrogen rather than gasoline.', 'If a new kind of technology is developed, the infrastructure needed to support that technology is likely to quickly develop in response to consumer demands.']",1
train_372,"Migraines are caused by changes in certain blood vessels of the brain that result in a local disturbance in the action of a specific nerve-activating chemical. Two migraine remedies, drug K and drug L, have exactly the same restorative effects on the local action of this chemical, but L also disrupts the action of several other chemicals in the brain that governmental activity and the body' s metabolism.",The information above most strongly supports which one of the following hypotheses?,"['K, unlike L, should be administered immediately after the onset of a migraine.', 'People whose migraines are treated with L are likely to experience a wider range of effects beyond the cessation of migraines than are people whose migraines are treated with K.', 'Treatment with L is likely to be slower-acting in its effect on a migraine than is treatment with K.', 'Neither treatment with L nor treatment with K is likely to have a significant effect on the symptoms of a migraine.']",1
train_373,"Critic: It has been argued that the real value of a product is not equal to the price people are willing to pay for it, on the grounds that this price often exceeds the cost of the labor required to create it, and the excess goes to the investor as an unjustifiably acquired profit. But since the existence of the product is as dependent on the investor' s initial capital outlay as on the laborer' s toil, this argument is fallacious.",The critic's argument requires assuming which one of the following?,"['People who make the initial investment required to create a product have a right to a greater percentage of the receipts from its sale than do those whose contributions occur later.', 'Everyone whose activity contributes to the creation of a product deserves an equal share of the proceeds from its sale.', ""An investor's profit is not justified in those cases in which the existence of the product does not depend on the investor's initial capital outlay."", 'The real value of a product is not completely determined by the cost of the labor needed to bring the product into existence.']",3
train_374,"In a national park located on an island, a herd of moose was increasing in number and threatening to destroy species of native plants. Wolves were introduced to the island to reduce the herd and thereby prevent destruction of the vegetation. Although the wolves prospered, the moose herd continued to grow.","Which one of the following, if true, most helps to explain the failure of the strategy involving wolves?","['The presence of wolves in an area tends to discourage other predators from moving into the area.', 'Healthy moose generally consume more vegetation than do those that are diseased or injured.', 'Attempts to control moose populations in other national parks by introducing predators have also been unsuccessful.', 'Wolves often kill moose weakened by diseases that probably would have spread to other moose.']",3
train_375,"In Country X' s last election, the Reform Party beat its main opponent, the Conservative Party, although pollsters, employing in-person interviews shortly before the vote, had projected a Conservative Party victory. Afterwards, the pollsters determined that, unlike Conservative Party supporters, Reform Party supporters were less likely to express their party preference during in-person interviews than they were during telephone interviews. Ttherefore, using only telephone interviews instead would likely result in more accurate projections for the next election.","Which of the following statements, if true, would most support the argument in the passage?","['For each person interviewed in telephone polls before the next election, pollsters will be able to reasonably determine the likelihood of that person voting.', 'In the next election, pollsters will be able to conduct more in-person interviews than telephone interviews.', ""The number of voters in Country X's next election will be significantly larger than the number of voters in the last election."", 'The Conservative Party will win the next election.']",0
train_376,"Paulsville and Longtown cannot both be included in the candidate' s itinerary of campaign stops. The candidate will make a stop in Paulsville unless Salisbury is made part of the itinerary. Unfortunately, a stop in Salisbury is out of the question. Clearly, then, a stop in Longtown can be ruled out.",The reasoning in the argument above most closely parallels that in which one of the following arguments?,"[""The chef never has both fresh radishes and fresh green peppers available for the chef's salad at the same time. If she uses fresh radishes, she also uses spinach. But currently there is no spinach to be had. It can be inferred, then, that she will not be using fresh green peppers."", ""Tom will definitely support Parker if Mendoza does not apply; and Tom will not support both Parker and Chung. Since, as it turns out, Mendoza will not apply, it follows that Chung will not get Tom's support."", 'In agricultural pest control, either pesticides or the introduction of natural enemies of the pest, but not both, will work. Of course, neither will be needed if pest-resistant crops are planted. So if pesticides are in fact needed, it must be that there are no natural enemies of the pest.', 'The city cannot afford to build both a new stadium and the new road that would be needed to get there. But neither of the two projects is worth doing without the other. Since the city will not undertake any but worthwhile projects, the new stadium will not be constructed at this time.']",1
train_377,"Essayist: One of the claims of laissez-faire economics is that increasing the minimum wage reduces the total number of minimum-wage jobs available. In a recent study, however, it was found that after an increase in the minimum wage, fast-food restaurants kept on roughly the same number of minimum-wage employees as before the increase. Ttherefore, laissez-faire economics is not entirely accurate.",The essayist's argument depends on assuming which one of the following?,"['If laissez-faire economics makes an incorrect prediction about the minimum wage, then all the doctrines of laissez-faire economics are inaccurate.', 'The national unemployment rate did not increase following the increase in the minimum wage.', 'Minimum-wage job availability at fast-food restaurants included in the study was representative of minimum-wage job availability in general.', 'No study has ever found that a business has decreased the number of its minimum-wage employees after an increase in the minimum wage.']",2
train_378,"Carol Morris wants to own a majority of the shares of the city' s largest newspaper, The Daily. The only obstacle to Morris' s amassing a majority of these shares is that Azedcorp, which currently owns a majority, has steadfastly refused to sell. Industry analysts nevertheless predict that Morris will soon be the majority owner of The Daily.","Which one of the following, if true, provides the most support for the industry analysts' prediction?","['Morris already owns more shares of The Daily than anyone except Azedcorp.', ""No one other than Morris has expressed any interest in purchasing a majority of The Daily's shares."", 'Azedcorp is financially so weak that bankruptcy will probably soon force the sale of its newspaper holdings.', 'Azedcorp does not own shares of any newspaper other than The Daily.']",2
train_379,"A 1955 analysis of paint samples from an Italian painting found evidence of cobalt, suggesting the use of cobalt blue, a pigment not used in Europe before 1804. The painting was thus deemed to have been produced sometime after 1804. A 2009 analysis also found cobalt, but that analysis suggested that the painting might have been produced before 1804.","Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?","['The 2009 analysis used sophisticated scientific equipment that can detect much smaller amounts of cobalt than could the equipment used for the 1955 analysis.', 'New information that came to light in the 1990s suggested that cobalt blue was used only rarely in Italy in the years immediately following 1804.', 'The 2009 analysis took more samples from the painting than the 1955 analysis did, though those samples were smaller.', 'The 2009 analysis revealed that cobalt was located only in the topmost paint layer, which was possibly applied to conceal damage to original paint layers.']",3
train_380,"Recent studies indicate that people who spend significant time browsing the World Wide Web do so at the expense of time spent in face-to-face interaction with other people. This has led some to fear that social isolation will greatly increase because of the popularity of browsing the Web. But, since browsing the Web is just one of many popular solitary activities, and any time spent on a solitary activity is time spent not interacting face-to-face with other people, such fears are unwarranted.",Which one of the following most accurately describes the role played in the argument by the view that social isolation will greatly increase because of the popularity of browsing the Web?,"['It is a premise that, together with another premise, is meant to support the conclusion of the argument.', 'It is the overall conclusion of the argument.', 'It is the claim that the argument attempts to undermine.', 'It is presented as evidence that independently supports the conclusion of the argument.']",2
train_381,"The graphical illustrations mathematics teachers use enable students to learn geometry more easily by providing them with an intuitive understanding of geometric concepts, which makes it easier to acquire the ability to manipulate symbols for the purpose of calculation. Illustrating algebraic concepts graphically would be equally effective pedagogically, even though the deepest mathematical understanding is abstract, not imagistic.",The statements above provide some support for each of the following EXCEPT:,"['There are strategies that can be effectively employed in the teaching both of algebra and of geometry.', 'People who are very good at manipulating symbols do not necessarily have any mathematical understanding.', 'Illustrating geometric concepts graphically is an effective teaching method.', 'Pictorial understanding is not the final stage of mathematical understanding.']",1
train_382,"Background information: This year, each film submitted to the Barbizon Film Festival was submitted in one of ten categories. For each category, there was a panel that decided which submitted films to accept. Fact 1: Within each category, the rate of acceptance for domestic films was the same as that for foreign films. Fact 2: The overall rate of acceptance of domestic films was significantly higher than that of foreign films.","In light of the background information, which of the following, if true, can account for fact 1 and fact 2 both being true of the submissions to this year's Barbizon Film Festival?","['Most foreign films, unlike most domestic films, were submitted in categories with high prestige, but with correspondingly low rates of acceptance.', 'Significantly more domestic films than foreign films were submitted to the festival.', 'In each of the past three years, the overall acceptance rate was higher for foreign than for domestic films, an outcome that had upset some domestic filmmakers.', 'The number of films to be selected in each category was predetermined, but in no category was it required that the acceptance rate of foreign films should equal that of domestic films.']",0
train_383,"Recent research shows that hesitation, shifting posture, and failure to maintain eye contact are not reliable indicators in discriminating between those who are lying and those who are telling the truth. The research indicates that behavior that cannot be controlled is a much better clue, at least when the lie is important to the liar. Such behavior includes the dilation of eye pupils, which indicates emotional arousal, and small movements of facial muscles, which indicate distress, fear, or anger.","Which one of the following provides the strongest reason for exercising caution when relying on the ""better"" clues mentioned above in order to discover whether someone is lying?","['A person telling the truth might be affected emotionally by being suspected of lying or by some other aspect of the situation.', 'A person who is lying might be aware that he or she is being closely observed for indications of lying.', 'Someone who is telling the truth might nevertheless have a past history of lying.', 'A practiced liar might have achieved great control over body posture and eye contact.']",0
train_384,"The government recently released a study of drinking water, in which it was reported that consumers who bought bottled water were in many cases getting water that was less safe than what they could obtain much more cheaply from the public water supply. In spite of the enormous publicity that the study received, sales of bottled water have continued to rise.","Which one of the following, if true, is most helpful in resolving the apparent paradox?","['The rate of increase in the sales of bottled water has slowed since the publication of the government study.', 'Most consumers who habitually drink the bottled water discussed in the study cannot differentiate between the taste of their usual brand of bottled water and that of water from public sources.', 'Government health warnings concerning food have become so frequent that consumers have begun to doubt the safety of many everyday foods.', 'Increased consumption of the five best-selling brands of bottled water, which the report said were safer than both public water and most other brands of bottled water, accounted for the increase in sales.']",3
train_385,"Editorial: Despite the fact that recent military success has made the prime minister personally popular, her party will lose the next election unless the economy is no longer in recession; the electorate will blame the state of the economy on her, even though she is hardly responsible for it and her policies will be beneficial in the long run.",Which one of the following is an assumption on which the editorial's argument depends?,"['In the next election, voters will place as much weight on economic performance as on military success.', ""The prime minister's party will win the next election if the economy shows some signs of recovery from the recession at the time of the election."", ""In the next election, the majority of voters will base their votes on which party's leader they admire most."", ""The prime minister's party will not win the next election if the electorate believes the prime minister is responsible for a continuing recession.""]",3
train_386,"For Megan to get to the grocery store, she must take either the bus or the subway. The bus is not running this week, so although Megan generally does not like to take the subway, she must have used it today, since she was seen at the grocery store today.",Which one of the following most accurately describes the method of reasoning used to reach the conclusion above?,"['showing that there are additional alternatives that are unknown', 'showing that certain possibilities are not exclusive', 'showing that no exceptions could apply', 'showing that something must have occurred by excluding the only alternative']",3
train_387,Astronomer: I have asserted that our solar system does not contain enough meteoroids and other cosmic debris to have caused the extensive cratering on the far side of the moon. My opponents have repeatedly failed to demonstrate the falsity of this thesis. Their evidence is simply inconclusive; thus they should admit that my thesis is correct.,The reasoning in the astronomer's argument is flawed because this argument,"[""criticizes the astronomer's opponents rather than their arguments"", ""presumes that the astronomer's thesis should not be subject to rational discussion and criticism"", 'fails to precisely define the key word ""meteoroids""', ""infers the truth of the astronomer's thesis from the mere claim that it has not been proven false""]",3
train_388,Philosopher: The most moral actions provide the most benefits to the most people at the lowest costs without any regard for intentions.,"Which one of the following exhibits the most moral action, as described by the philosopher?","[""Tyree quits smoking cigarettes, and as a result, he will live longer and save taxpayers' money."", ""Isabella founds a non-profit organization that teaches sustainable farming on a small island in the Pacific Ocean, but the island's villages adopt a different farming practice"", 'Leroy develops a vaccine for malaria, but the cure decimates the mosquito population, destroying the local ecosystem, and causing famine across an entire continent.', ""Trevor starts a website that provides people with the best solutions for reforming his nation's corrupt government, but nobody ever reads it.""]",0
train_389,"Astronomer: Does a recent meteorite from Mars contain fossilized bacteria? Professor Tagar, a biologist, argues that the bacteria-like structures found in the meteorite cannot be fossilized bacteria, on the grounds that they are one-tenth of 1 percent the volume of the smallest earthly bacteria. However, Tagar' s view cannot be right. Tagar does not accept the views of biologists Swiderski and Terrada, who maintain that Martian bacteria would shrink to one-tenth of 1 percent of their normal volume when water or other nutrients were in short supply.",Which one of the following most accurately describes a flaw in the reasoning in the astronomer's argument?,"['The argument presumes, without providing justification, that the authorities cited have always held the views attributed to them.', 'The argument presumes, without providing justification, that the opinions of all experts are equally justified.', 'The argument appeals to views that contradict rather than support one another.', 'The argument provides no justification for giving preference to the views of one rather than the other of two competing sets of authorities.']",3
train_390,"Tax reformer: The proposed tax reform legislation is being criticized by political groups on the right for being too specific and by political groups on the left for being too vague. Since one and the same statement cannot be both too specific and too vague, the criticisms just go to show that the legislation is framed just as it should be.",Which one of the following is an assumption on which the argument depends?,"['The proposed legislation has not been criticized by any group that does not identify itself with the political right or the political left.', 'It is rare for political groups both on the right and on the left to criticize a particular tax reform proposal.', 'The proposed legislation is not made up of a set of statements some of which are overly specific and some of which are overly vague.', 'The proposed legislation as it is framed was not meant to satisfy either political groups on the right or political groups on the left.']",2
train_391,"In the past, when there was no highway speed limit, the highway accident rate increased yearly, peaking a decade ago. At that time, the speed limit on highways was set at 90 kilometers per hour (kph) (55 miles per hour). Every year since the introduction of the highway speed limit, the highway accident rate has been at least 15 percent lower than that of its peak rate. Thus, setting the highway speed limit at 90 kph (55 mph) has reduced the highway accident rate by at least 15 percent.","Which one of the following, if true, most seriously weakens the argument?","['Thanks to changes in automobile design in the past ten years, drivers are better able to maintain control of their cars in dangerous situations.', 'It was not until shortly after the introduction of the highway speed limit that most cars were equipped with features such as seat belts and airbags designed to prevent harm to passengers.', 'In the years prior to the introduction of the highway speed limit, many cars could go faster than 90 kph (55 mph).', 'Ten years ago, at least 95 percent of all automobile accidents in the area occurred on roads with a speed limit of under 80 kph (50 mph).']",0
train_392,"When a threat to life is common, as are automobile and industrial accidents, only unusual instances tend to be prominently reported by the news media. Instances of rare threats, such as product tampering, however, are seen as news by reporters and are universally reported in featured stories. People in general tend to estimate the risk of various threats by how frequently those threats come to their attention.","If the statements above are true, which one of the following is most strongly supported on the basis of them?","['The resources that are spent on avoiding product tampering are greater than the resources that are spent on avoiding threats that stem from the weather.', 'Those who get their information primarily from the news media tend to overestimate the risk of uncommon threats relative to the risk of common threats.', 'Reporters tend not to seek out information about long-range future threats but to concentrate their attention on the immediate past and future.', 'People tend to magnify the risk of a threat if the threat seems particularly dreadful or if those who would be affected have no control over it.']",1
train_393,"In 1860 Bavarian quarry workers discovered the impression of a feather in a limestone slab dating to the Mesozoic era. It had previously been assumed that birds developed only after the close of the Mesozoic era and after the disappearance of pterosaurs, a species characteristic of that era. But there in limestone lay the imprint of a fully aerodynamic, three-inch-long feather. This, ttherefore, must have been the earliest bird -- certainly, the earliest found to that date.",The argument assumes which one of the following?,"['In the Mesozoic era, no creatures other than birds had such feathers.', 'The creature to which the feather belonged was a descendant of the pterosaurs.', 'The earliest bird flew in an awkward manner.', 'The feather belonged to a Mesozoic creature that was neither a pterosaur nor a bird, but an intermediate between them.']",0
train_394,"Political theorist: The chief foundations of all governments are the legal system and the police force; and as there cannot be a good legal system where the police are not well paid, it follows that where the police are well paid there will be a good legal system.",The reasoning in the argument is not sound because it fails to establish that,"['many governments with bad legal systems have poorly paid police forces', 'a well-paid police force is sufficient to guarantee a good legal system', 'some bad governments have good legal systems', 'a well-paid police force cannot be effective without a good legal system']",1
train_395,"Some paleontologists have suggested that Apatosaurus, a huge dinosaur, was able to gallop. This, however, is unlikely, because galloping would probably have broken Apatosaurus' s legs. Experiments with modern bones show how much strain they can withstand before breaking. By taking into account the diameter and density of Apatosaurus leg bones, it is possible to calculate that those bones could not have withstood the strains of galloping.",Which one of the following most accurately expresses the conclusion drawn by the argument as a whole?,"['Galloping would probably have broken the legs of Apatosaurus.', 'It is possible to calculate that Apatosaurus leg bones could not have withstood the strain of galloping.', 'If galloping would have broken the legs of Apatosaurus, then Apatosaurus was probably unable to gallop.', 'The claim of paleontologists that Apatosaurus was able to gallop is likely to be incorrect.']",3
train_396,"Throughout the Popoya Islands community pressure is exerted on people who win the national lottery to share their good fortune with their neighbors. When people living in rural areas win the lottery they invariably throw elaborate neighborhood feasts, often wiping out all of their lottery winnings. However, in the cities, lottery winners frequently use their winnings for their own personal investment rather than sharing their good fortune with their neighbors.","Which one of the following, if true, contributes most to an explanation of the difference between the behavior of lottery winners in rural areas and those in cities?","['Lottery winners in rural areas are notified of winning by public posting of lists of winners, but notification in the city is by private mail.', 'Families in rural areas in the Popoyas many contain twelve or fourteen people, but city families average six or seven.', 'Popoyan city dwellers tend to buy several lottery tickets at a time, but they buy tickets less frequently than do rural dwellers.', 'Twice as many lottery tickets are sold in rural areas as are sold in the city.']",0
